食物名称(100g),热量(kcal),硫胺素(mg),钙(mg),蛋白质(g),核黄素(mg),镁(mg),脂肪(g),烟酸(mg),铁(mg),碳水化合物(g),维生素C(mg),锰(mg),膳食纤维(g),维生素E(mg),锌(mg),维生素A(ug),胆固醇(mg),铜(mg),胡萝卜素(ug),钾(mg),磷(mg),视黄醇当量(ug),钠(mg),硒(mg),label
小麦,317,0,34,12,0,4,1,4,5,64,0,3,11,2,2,0,0,0,2,289,325,10,7,4,3
五谷香,377,0,2,10,0,0,3,0,0,78,0,0,0,2,0,0,0,0,3,7,13,6,1,1,13
小麦粉(标准粉),344,0,31,11,0,50,2,2,4,72,0,2,2,2,2,0,0,0,1,190,188,13,3,5,3
小麦粉(富强粉，特一粉),350,0,27,10,0,32,1,2,3,75,0,1,1,1,1,0,0,0,1,128,114,13,3,7,3
小麦粉(特二粉),349,0,30,10,0,48,1,2,3,74,0,1,2,1,1,0,0,1,1,124,120,12,2,6,3
小麦胚粉,392,4,85,36,1,198,10,4,1,39,0,17,6,23,23,0,0,1,5,1523,1168,4,5,65,29
麸皮,220,0,206,16,0,382,4,12,10,30,0,11,31,4,6,20,0,2,4,862,682,14,12,7,4
挂面(均值),346,0,17,10,0,49,1,2,3,75,0,1,1,1,1,0,0,0,1,129,134,12,184,12,3
挂面(标准粉),344,0,14,10,0,51,1,2,4,74,0,1,2,1,1,0,0,0,1,157,153,12,150,10,3
挂面(富强粉),347,0,21,10,0,48,1,2,3,76,0,1,0,1,1,0,0,0,1,122,112,13,111,11,3
挂面(精制龙须面),347,0,26,11,0,48,0,2,2,74,0,1,0,0,1,0,0,0,2,109,137,12,293,14,3
面条(均值),284,0,11,8,0,39,1,1,4,61,0,1,1,1,1,0,0,0,1,135,162,28,28,12,3
面条(标准粉，切面),280,0,13,8,0,61,2,3,3,58,0,1,2,0,1,0,0,0,1,161,142,30,3,0,3
面条(富强粉，切面),285,0,24,9,0,29,1,2,2,60,0,1,0,0,1,0,0,0,0,102,92,29,2,17,3
面条(特粉，切面),286,0,3,7,0,36,0,0,5,64,0,1,1,0,2,0,0,0,1,128,181,28,10,16,3
面条(富强粉，煮),109,0,4,3,0,10,0,2,0,24,0,0,0,0,0,0,0,0,0,15,25,73,27,0,1
面条(干切面),355,0,8,11,0,42,0,3,10,78,0,1,0,0,2,0,0,0,1,100,142,10,61,8,3
面条(虾蓉面),429,0,17,8,0,24,15,3,2,65,0,0,4,1,0,0,0,0,2,101,92,6,304,9,3
通心面[通心粉],350,0,14,12,0,58,0,1,3,75,0,1,0,0,2,0,0,0,0,209,97,12,35,6,3
花卷,211,0,19,6,0,12,1,1,0,44,0,0,2,0,0,0,0,0,1,83,72,46,95,6,3
空锅饼,277,0,2,9,0,30,0,0,6,60,0,1,1,0,2,0,0,0,1,138,133,29,243,24,3
烙饼(标准粉),255,0,20,8,0,51,2,0,2,51,0,1,2,1,1,0,0,0,1,141,146,36,149,8,3
馒头(均值),221,0,38,7,0,30,1,0,2,46,0,1,1,1,1,0,0,0,1,138,107,44,165,8,3
馒头(标准粉),233,0,18,8,0,39,1,0,2,48,0,1,2,1,1,0,0,0,1,129,136,40,165,10,3
馒头(富强粉),208,0,58,6,0,20,1,0,2,43,0,0,1,0,0,0,0,0,1,146,78,47,165,7,3
烧饼(加糖),293,0,51,8,0,26,2,1,2,61,0,0,2,0,0,0,0,0,1,122,105,26,62,12,3
油饼,399,0,46,8,0,13,23,0,2,40,0,1,2,14,1,0,0,0,2,106,124,25,572,11,0
油条,386,0,6,7,0,19,18,1,1,50,0,1,1,3,1,0,0,0,3,227,77,22,585,9,3
水面筋,141,0,76,24,0,26,0,1,4,11,0,1,1,1,2,0,0,0,1,69,133,64,15,1,8
油面筋,490,0,29,27,0,40,25,2,2,39,0,1,1,7,2,0,0,0,0,45,98,7,30,23,0
稻米(均值),346,0,13,7,0,34,1,2,2,77,0,1,1,0,2,0,0,0,1,103,110,13,4,2,3
粳米(标一),343,0,11,8,0,34,1,1,1,77,0,1,1,1,1,0,0,0,1,97,121,14,2,2,3
粳米(标二),347,0,3,8,0,20,1,3,0,77,0,1,0,1,1,0,0,0,0,78,99,13,1,6,3
粳米(标三),345,0,5,7,0,0,1,4,1,77,0,1,0,0,1,0,0,0,0,78,108,14,1,5,3
粳米(标四),346,0,4,8,0,20,1,5,1,77,0,1,1,0,1,0,0,0,1,106,123,13,2,5,3
粳米(特等),334,0,24,7,0,25,0,1,1,75,0,1,0,1,1,0,0,0,0,58,80,16,6,2,13
籼米(标一),346,0,7,8,0,33,1,2,1,77,0,1,1,0,1,0,0,0,1,89,146,13,3,4,3
籼米(标准)[机米],347,0,12,8,0,28,1,1,2,78,0,1,1,1,1,0,0,0,1,109,112,13,2,2,3
籼米(优标),349,0,8,8,0,13,1,3,0,77,0,1,0,0,2,0,0,0,1,64,85,13,1,7,3
早籼,359,0,13,10,0,0,2,5,5,75,0,3,1,0,3,0,0,0,2,214,257,10,2,2,3
早籼(标一),351,0,10,9,0,57,1,2,1,77,0,1,0,0,2,0,0,0,1,124,141,12,2,2,3
早籼(标二),345,0,6,10,0,79,1,3,1,75,0,2,0,0,2,0,0,1,1,171,192,14,1,2,3
早籼(特等),346,0,6,9,0,42,1,2,1,76,0,1,1,0,2,0,0,0,1,108,141,13,1,2,3
晚籼(标一),345,0,9,8,0,53,1,2,1,77,0,1,0,0,2,0,0,0,1,112,140,14,2,3,3
晚籼(标二),343,0,6,9,0,60,1,3,3,75,0,1,0,0,2,0,0,0,1,146,141,14,1,2,3
晚籼(特等),342,0,6,8,0,28,0,2,1,77,0,1,0,0,2,0,0,0,1,107,104,14,1,2,3
籼稻谷(红),344,0,0,7,0,0,2,5,6,74,0,3,2,0,3,0,0,0,1,220,0,13,22,3,3
黑米,333,0,12,9,0,147,2,8,2,68,0,2,4,0,4,0,0,0,2,256,356,14,7,3,3
香大米,346,0,8,13,0,12,1,3,5,72,0,2,1,1,1,0,0,1,1,49,106,13,22,5,3
糯米[江米](均值),348,0,26,7,0,49,1,2,1,78,0,2,1,1,2,0,0,0,1,137,113,13,2,3,3
优糯米,344,0,8,9,0,50,1,2,1,75,0,1,1,1,1,0,0,0,0,136,48,14,1,3,3
早糯谷,354,0,19,7,0,149,3,1,3,74,0,0,3,0,5,7,0,1,1,0,297,11,4,2,3
紫红糯米[血糯米],343,0,13,8,0,16,2,4,4,74,0,2,1,1,2,0,0,0,1,219,183,14,4,3,3
粳糯米,343,0,21,8,0,42,1,2,2,76,0,2,1,0,2,0,0,0,1,125,94,14,3,3,3
籼糯米,352,0,14,8,0,52,1,2,2,78,0,1,0,0,2,0,0,0,1,132,82,12,2,2,3
米饭(蒸)(均值),116,0,7,3,0,15,0,2,1,26,0,1,0,0,1,0,0,0,0,30,62,71,2,0,1
粳米饭(蒸),117,0,7,3,0,20,0,2,2,26,0,1,0,0,1,0,0,0,0,39,62,71,3,0,1
籼米饭(蒸),114,0,6,2,0,10,0,2,0,26,0,0,0,0,0,0,0,0,0,21,0,71,2,0,1
粳米粥,46,0,7,1,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,13,20,89,3,0,1
籼米粉[排米粉],355,0,6,7,0,16,0,1,3,81,0,1,0,0,1,0,0,0,0,14,62,11,16,7,13
籼米粉(干，细),346,0,0,8,0,23,0,0,1,78,0,1,0,0,2,0,0,0,1,43,53,12,6,3,13
高蛋白豆米粉(籼米),414,1,0,16,1,0,7,0,0,71,0,0,0,0,0,0,0,0,3,0,0,2,0,0,25
玉米(鲜),106,0,0,4,0,32,1,2,1,20,16,0,3,0,1,0,0,0,1,238,117,71,1,2,1
玉米(白，干),336,0,10,9,0,95,4,2,2,67,0,1,8,8,2,0,0,0,1,262,244,12,2,4,3
玉米(黄，干),335,0,14,9,0,96,4,2,2,67,0,0,6,4,2,17,0,0,1,300,218,13,3,4,3
玉米面(白),340,0,12,8,0,111,4,3,1,67,0,0,6,7,1,0,0,0,1,276,187,13,0,2,3
玉米面(黄),341,0,22,8,0,84,3,2,3,70,0,0,6,4,1,7,0,0,1,249,196,12,2,2,3
玉米面(强化豆粉),339,0,18,12,0,106,5,3,3,62,0,1,6,7,1,0,0,0,1,370,234,14,2,9,3
玉米糁(黄),347,0,49,8,0,151,3,1,2,72,0,0,4,1,1,0,0,0,1,177,143,13,2,5,3
玉米笋(罐头),6,0,6,1,0,0,0,0,0,0,0,0,5,0,0,7,0,0,1,36,4,93,171,1,1
大麦[元麦],307,0,66,10,0,158,1,4,6,63,0,1,10,1,4,0,0,1,2,49,381,13,0,10,3
肚里黄,321,0,3,9,0,80,1,2,2,69,0,1,8,1,2,0,0,14,2,223,436,12,5,0,21
青稞,339,0,113,8,0,65,2,7,41,73,0,2,2,1,2,0,0,5,3,644,405,12,77,5,30
小米,358,0,41,9,0,107,3,2,5,74,0,1,2,4,2,17,0,1,1,284,229,12,4,5,3
小米面,356,0,40,7,0,57,2,2,6,77,0,1,1,0,1,0,0,0,1,129,159,12,6,3,3
小米粥,46,0,10,1,0,22,1,1,1,8,0,0,0,0,0,0,0,0,0,19,32,89,4,0,1
大黄米[黍子],349,0,30,14,0,116,3,1,6,68,0,2,4,2,3,0,0,1,1,201,244,11,2,2,3
黄米,342,0,0,10,0,0,2,1,0,72,0,0,4,5,2,0,0,1,1,0,0,11,3,0,3
高粱米,351,0,22,10,0,129,3,2,6,70,0,1,4,2,2,0,0,1,2,281,329,10,6,3,3
糜子(带皮),323,0,99,11,0,146,1,1,5,69,0,1,6,4,2,0,0,1,4,148,205,9,10,12,3
糜子米(炒米),374,0,12,8,0,112,3,1,14,80,0,1,1,0,2,0,0,0,1,252,233,8,11,5,3
苦荞麦粉,304,0,39,10,0,94,3,2,4,60,0,1,6,2,2,0,0,1,2,320,244,19,2,6,3
荞麦,324,0,47,9,0,258,2,2,6,66,0,2,6,4,4,3,0,1,2,401,297,13,5,2,3
荞麦(带皮),292,0,154,10,0,193,2,1,10,60,0,1,13,0,3,0,0,14,2,439,296,14,4,1,21
莜麦面,366,0,27,12,0,146,7,4,14,63,0,4,5,8,2,3,0,1,2,319,35,11,2,0,3
薏米[薏仁米，苡米],357,0,42,13,0,88,3,2,4,69,0,1,2,2,2,0,0,0,2,238,217,11,4,3,3
薏米面,342,0,42,11,0,50,2,2,7,69,0,2,5,5,1,0,0,0,2,163,134,11,2,3,3
马铃薯[土豆，洋芋],76,0,8,2,0,23,0,1,1,16,27,0,1,0,0,5,0,0,1,342,40,80,3,1,1
马铃薯丁(脱水),337,0,39,6,0,51,0,0,2,77,20,0,3,0,0,0,0,1,2,267,87,11,23,2,3
马铃薯粉,337,0,171,7,0,27,0,5,11,76,0,0,1,0,1,20,0,1,3,1075,123,12,5,2,30
甘薯(白心)[红皮山芋],104,0,24,1,0,17,0,1,1,24,24,0,1,0,0,37,0,0,1,174,46,73,58,1,1
甘薯(红心)[山芋，红薯],99,0,23,1,0,12,0,1,0,23,26,0,2,0,0,125,0,0,1,130,39,73,28,0,1
甘薯片[白薯干],340,0,112,5,0,102,1,1,4,78,9,1,2,0,0,25,0,0,2,353,115,12,26,3,3
甘薯粉[地瓜粉],336,0,33,3,0,102,0,0,10,81,0,0,0,0,0,3,0,0,2,66,12,14,26,3,13
木薯,116,0,88,2,0,66,0,1,2,26,35,0,2,0,0,0,0,0,1,764,50,69,8,0,1
蚕豆淀粉,341,0,36,0,0,8,0,0,2,85,0,0,0,0,0,0,0,0,0,10,29,14,18,1,13
豌豆淀粉,341,0,4,1,0,4,0,0,2,85,0,0,0,0,0,0,0,0,1,93,10,14,3,0,13
玉米淀粉,345,0,18,1,0,6,0,1,4,85,0,0,0,0,0,0,0,0,0,8,25,14,6,1,13
团粉[芡粉],346,0,34,2,0,14,0,0,4,85,0,0,1,0,0,0,0,0,0,16,25,13,13,0,13
藕粉,372,0,8,0,0,2,0,0,18,93,0,0,0,0,0,0,0,0,0,35,9,6,11,2,13
桂花藕粉,344,0,36,0,0,5,0,0,21,85,0,0,0,0,0,0,0,0,1,14,13,14,6,0,13
魔芋精粉[鬼芋粉，南星粉],37,0,45,5,0,66,0,0,2,4,0,1,74,0,2,0,0,0,4,299,272,12,50,350,37
粉丝,335,0,31,1,0,11,0,0,6,83,0,0,1,0,0,0,0,0,0,18,16,15,9,3,13
豌豆粉丝,367,0,10,0,0,4,0,0,4,91,0,0,0,0,0,0,0,0,0,6,9,8,5,0,13
粉条,337,0,35,0,0,11,0,0,5,84,0,0,1,0,1,0,0,0,1,18,23,14,10,2,13
黄豆[大豆],359,0,191,35,0,199,16,2,8,19,0,2,16,19,3,37,0,1,5,1503,465,10,2,6,30
黑豆[黑大豆],381,0,224,36,0,243,16,2,7,23,0,3,10,17,4,5,0,2,5,1377,500,10,3,7,30
青豆[青大豆],373,0,200,34,0,128,16,3,8,23,0,2,13,10,3,132,0,1,5,718,395,10,2,6,30
黄豆粉,418,0,207,33,0,129,18,2,8,31,0,2,7,34,4,63,0,1,5,1890,395,7,4,2,30
豆腐花[豆腐粉],401,0,175,10,0,60,3,0,3,84,0,1,0,5,1,42,0,0,2,339,95,2,0,2,3
豆浆粉,422,0,101,20,0,122,9,1,4,65,0,1,2,18,2,0,0,1,3,771,253,2,26,3,30
豆粕,310,0,154,42,0,158,2,2,15,30,0,2,8,6,0,0,0,1,6,1391,28,12,76,2,30
豆粕(膨化)[大豆蛋白],321,0,144,37,0,60,1,6,10,42,0,2,6,1,3,0,0,1,5,950,161,9,3,3,30
豆腐(均值),81,0,164,8,0,27,4,0,2,4,0,0,0,3,1,0,0,0,1,125,119,83,7,2,1
豆腐(北),98,0,138,12,0,63,5,0,2,2,0,1,0,7,1,5,0,0,1,106,158,80,7,2,1
豆腐(南)[南豆腐],57,0,116,6,0,36,2,1,2,2,0,0,0,4,1,0,0,0,1,154,90,88,3,3,1
豆腐(内酯),49,0,17,5,0,24,2,0,1,3,0,0,0,3,1,0,0,0,1,95,57,89,6,1,1
豆腐脑[老豆腐],15,0,18,2,0,28,1,0,1,0,0,0,0,10,0,0,0,0,1,107,5,97,3,0,1
豆浆,14,0,10,2,0,9,1,0,0,0,0,0,1,1,0,15,0,0,0,48,30,96,3,0,1
豆奶[豆乳],30,0,23,2,0,7,2,0,1,2,0,0,0,4,0,0,5,6,0,92,35,94,3,1,21
豆汁(生),10,0,8,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,47,21,97,6,0,1
酸豆奶,67,0,32,2,0,16,1,1,0,12,0,0,0,1,0,0,0,0,0,70,22,84,19,0,1
豆腐丝,201,0,204,22,0,127,10,0,9,5,0,2,1,10,2,5,0,0,3,74,220,58,21,1,8
豆腐丝(干),451,0,5,58,1,0,23,0,1,4,0,2,0,8,4,0,0,0,8,7,74,7,110,3,0
豆腐丝(油),300,0,152,24,0,93,17,2,5,12,0,1,2,18,3,3,0,0,6,208,423,38,769,6,8
豆腐卷,201,0,156,18,0,152,12,0,6,6,0,2,1,28,3,30,0,0,2,82,288,62,81,3,8
豆腐皮,409,0,116,45,0,111,17,2,14,19,0,4,0,21,4,0,0,2,3,536,318,16,9,2,27
油豆腐,244,0,147,17,0,72,18,0,5,4,0,1,1,25,2,5,0,0,2,158,238,59,32,1,8
腐竹,459,0,77,45,0,71,22,1,16,21,0,3,1,28,4,0,0,1,4,553,284,8,26,7,27
枝竹,472,0,49,44,0,162,25,1,11,18,0,3,3,27,3,0,0,1,3,837,490,7,83,6,7
千张[百页],260,0,313,24,0,80,16,0,6,4,0,2,1,23,3,5,0,0,2,94,309,52,21,2,8
豆腐干(均值),140,0,308,16,0,64,4,0,5,11,0,1,1,0,2,0,0,1,4,140,273,65,76,0,8
豆腐干(菜干),136,0,179,13,0,81,7,0,3,5,0,1,0,1,1,0,0,0,3,70,79,71,634,0,1
豆腐干(臭干),99,0,720,10,0,40,5,0,4,4,0,1,0,0,1,0,0,0,3,136,166,78,34,3,1
豆腐干(酱油干),156,0,413,15,0,46,9,0,6,4,0,1,0,16,1,0,0,1,2,130,188,70,90,0,8
豆腐干(卤干),336,0,731,14,0,43,17,0,4,32,0,1,2,0,4,0,0,1,3,134,162,32,41,0,19
豆腐干(蒲包干),135,0,134,12,0,21,6,0,9,9,0,1,0,14,2,0,0,0,1,236,57,72,633,0,1
豆腐干(香干),151,0,299,16,0,88,8,0,6,4,0,1,1,16,2,7,0,0,2,99,219,69,234,3,8
豆腐干(小香干),174,0,1019,18,0,87,9,0,23,5,0,2,0,7,3,0,0,0,7,141,177,61,372,24,19
豆腐干(熏干),153,0,173,16,0,109,6,1,4,8,0,1,0,7,2,2,0,0,2,136,109,68,233,9,8
豆肝尖,192,0,5,17,0,25,12,0,7,4,0,1,6,38,2,0,0,0,4,24,209,58,614,3,8
素大肠,153,0,445,18,0,56,4,0,4,12,0,1,1,0,4,0,0,1,2,179,249,63,145,0,8
素火腿,211,0,8,19,0,25,13,0,7,4,0,2,1,26,2,0,0,0,8,24,115,55,676,3,8
素鸡,192,0,319,16,0,61,12,0,5,3,0,1,1,18,2,10,0,0,2,42,180,64,374,7,8
素鸡丝卷,186,0,103,11,0,121,14,0,6,4,0,2,6,28,2,5,0,0,2,56,261,64,0,2,8
素什锦,173,0,174,14,0,45,10,0,6,6,0,1,2,10,1,0,0,0,2,143,186,65,475,3,8
炸素虾,576,0,251,28,0,110,44,2,6,17,0,1,3,51,2,0,0,0,5,211,245,3,1440,4,0
烤麸,121,0,30,20,0,38,0,1,3,9,0,1,0,0,1,0,0,0,1,25,72,69,230,0,8
绿豆,316,0,81,22,0,125,1,2,6,56,0,1,6,11,2,22,0,1,3,787,337,12,3,4,30
绿豆面,330,0,134,21,0,0,1,1,8,60,0,0,6,0,3,15,0,2,3,1055,304,10,3,11,30
绿豆饼[饼折],122,0,18,15,0,2,1,0,1,13,0,0,0,0,0,0,0,0,1,16,25,70,3,0,1
赤小豆[小豆，红小豆],309,0,74,20,0,138,1,2,7,56,0,1,8,14,2,13,0,1,3,860,305,13,2,4,30
小豆粥,61,0,13,1,0,17,0,0,1,13,0,0,1,0,0,0,0,0,0,45,14,84,2,0,1
豆沙,243,0,42,6,0,2,2,0,8,51,0,0,2,4,0,0,0,0,1,139,68,39,24,1,3
红豆馅,240,0,2,5,0,13,4,2,1,47,0,0,8,9,1,0,0,0,1,226,89,36,3,1,3
花豆(红),317,0,38,19,0,17,1,3,0,57,0,1,6,6,1,72,0,1,2,358,48,15,12,19,3
花豆(紫),315,0,221,17,0,120,1,3,6,58,0,1,7,10,3,47,0,1,2,641,169,13,20,74,23
芸豆(白),296,0,0,23,0,0,1,2,0,47,0,0,10,6,0,0,0,0,4,0,0,14,0,0,3
芸豆(红),314,0,176,21,0,164,1,2,5,54,0,1,8,8,2,30,0,1,4,1215,218,11,1,5,30
芸豆(虎皮),334,0,156,22,0,31,1,2,2,59,0,1,4,6,1,0,0,1,4,809,66,10,3,10,30
芸豆(杂，带皮),306,0,349,22,0,197,1,0,9,53,0,1,10,0,2,0,0,1,4,1058,386,10,10,14,30
蚕豆,335,0,31,22,0,57,1,2,8,60,2,1,2,2,3,0,0,1,3,1117,418,13,86,1,30
蚕豆(带皮),304,0,49,25,0,113,1,2,3,49,0,1,11,5,5,8,0,1,3,992,339,12,21,4,30
蚕豆(去皮),342,0,54,25,0,94,2,2,2,56,0,1,2,7,3,50,0,1,3,801,181,11,2,5,30
马牙大豆,321,1,7,27,0,89,1,0,1,51,0,1,8,2,3,0,0,3,3,181,510,10,87,1,25
脑豆,360,0,327,23,0,171,4,3,8,58,0,2,2,19,2,0,0,1,2,686,354,11,12,7,30
蚕豆(烤),372,0,229,27,0,138,2,5,5,62,0,1,2,5,3,18,0,1,3,1083,454,4,11,5,30
蚕豆(炸)[开花豆],446,0,207,27,0,69,20,8,4,40,0,0,0,5,3,0,0,1,2,742,330,10,548,2,27
扁豆,326,0,137,25,0,92,0,3,19,55,0,1,6,2,2,5,0,1,2,439,218,10,2,32,3
扁豆(白),257,0,68,19,0,163,1,1,4,42,0,1,13,1,2,0,0,1,5,1070,340,19,1,1,30
眉豆[饭豇豆],320,0,60,19,0,171,1,2,6,59,0,2,7,12,5,0,0,1,3,525,310,12,86,3,30
豇豆,322,0,40,19,0,36,1,2,7,58,0,1,7,9,3,10,0,2,3,737,344,11,7,6,30
豇豆(紫),315,0,67,19,0,41,0,2,8,59,0,1,7,11,2,3,0,1,4,500,345,11,4,2,3
豌豆,313,0,97,20,0,118,1,2,5,55,0,1,10,8,2,42,0,0,2,823,259,10,10,2,30
豌豆(花),322,1,106,22,0,112,1,2,4,57,0,1,7,10,2,40,0,1,2,736,218,12,3,10,25
荆豆,396,0,207,44,0,0,14,2,7,23,0,0,5,0,0,42,0,0,5,0,785,9,0,0,19
木豆[扭豆，豆蓉],340,1,231,20,0,0,4,0,12,55,0,0,4,0,0,0,0,0,6,0,528,11,0,0,25
白萝卜[莱菔],21,0,36,1,0,16,0,0,0,4,21,0,1,1,0,3,0,0,1,173,26,93,62,1,1
变萝卜[红皮萝卜],27,0,45,1,0,22,0,1,1,5,24,0,1,2,0,3,0,0,1,167,33,92,68,1,1
红旦旦萝卜,17,0,9,1,0,11,0,0,3,4,4,0,1,1,0,0,0,0,0,63,43,94,20,1,1
红萝卜,20,0,11,1,0,16,0,0,3,4,3,0,1,1,1,0,0,0,0,110,26,94,63,0,1
红心萝卜,38,0,86,1,0,23,0,0,1,8,20,0,1,0,1,13,0,0,1,385,30,88,49,1,1
花叶萝卜,43,0,16,1,0,20,0,0,3,9,3,0,2,0,1,0,0,0,0,104,25,87,47,0,1
青萝卜,31,0,40,1,0,12,0,0,1,6,14,0,1,0,0,10,0,0,1,232,34,91,70,1,1
水萝卜[脆萝卜],20,0,0,1,0,0,0,0,0,4,45,0,1,0,0,42,0,0,1,0,0,93,10,0,1
小水萝卜[算盘子，红皮萝卜],19,0,32,1,0,17,0,0,0,3,22,0,1,1,0,3,0,0,1,286,21,94,34,1,1
心里美萝卜,21,0,68,1,0,34,0,0,0,4,23,0,1,0,0,2,0,0,1,116,24,94,85,1,1
胡萝卜(红)[金笋，丁香萝卜],37,0,32,1,0,14,0,1,1,8,13,0,1,0,0,688,0,0,1,190,27,89,71,1,1
胡萝卜(黄),43,0,32,1,0,7,0,0,0,9,16,0,1,0,0,668,0,0,1,193,16,87,25,3,1
胡萝卜(脱水),320,0,458,4,0,82,2,3,8,72,32,1,6,0,2,2875,0,1,5,1117,118,11,301,4,30
芥菜头[大头菜，水芥],33,0,65,2,0,19,0,1,1,6,34,0,1,0,0,0,0,0,1,243,36,90,66,1,1
苤蓝[玉蔓菁，球茎甘蓝],30,0,25,1,0,24,0,0,0,6,41,0,1,0,0,3,0,0,1,190,46,91,30,0,1
甜菜根[甜菜头，糖萝卜],75,0,56,1,0,38,0,0,1,18,8,1,6,2,0,0,0,0,1,254,18,75,21,0,1
扁豆[月亮菜],37,0,38,3,0,34,0,1,2,6,13,0,2,0,1,25,0,0,1,178,54,88,4,1,1
蚕豆,335,0,31,22,0,57,1,2,8,60,2,1,2,2,3,0,0,1,3,1117,418,13,86,1,30
刀豆,36,0,49,3,0,29,0,1,5,5,15,0,2,0,1,37,0,0,1,209,57,89,8,1,1
豆角,30,0,29,2,0,35,0,1,2,5,18,0,2,2,1,33,0,0,1,207,55,90,3,2,1
豆角(白),30,0,26,2,0,28,0,1,1,5,39,1,3,2,1,97,0,0,0,192,40,90,10,2,1
荷兰豆,27,0,51,2,0,16,0,1,1,4,16,0,1,0,0,80,0,0,0,116,19,92,9,0,1
龙豆,32,0,147,4,0,46,0,1,1,3,11,0,2,1,0,87,0,0,1,142,54,90,4,4,1
龙牙豆[玉豆],17,0,30,3,1,20,0,1,1,1,12,1,1,0,0,87,0,0,0,200,38,94,2,6,1
毛豆[青豆，菜用大豆],123,0,135,13,0,70,5,1,4,6,27,1,4,2,2,22,0,1,2,478,188,70,4,2,8
